source_node_id,target_node_id
node_3fe440ebf859e118c4,node_a495fbebf229c0cb59
node_3fe440ebf859e118c4,node_deeaf6f23aad064080
node_446f4a151dc1d84627,node_6b0807ba48f0771bfa
node_447d12dca7a0697d9d,node_999f5a241309c40bd4
node_45a7e210d40ddced19,node_28c4fd9240619344e9
node_45a7e210d40ddced19,node_3b669c28424e47694c
node_45a7e210d40ddced19,node_6067a416d3dcdc54f7
node_45a7e210d40ddced19,node_6e76b6300582e3195d
node_462c621a25b035bda0,node_93cd55c6eb918a26c1
node_489e0cd052b7abf4a4,node_462c621a25b035bda0
node_489e0cd052b7abf4a4,node_fea00c7042f6455e49
node_49baa591e52d8800de,node_d0ed8a6219a6cd787e
node_4b6c3ad23d5ad157d3,node_02b883b4392e74abef
node_4b94789fcd2b47e91c,node_a3d86829e9b4c7eb71
node_4c8aed6727ef3c597b,node_4b94789fcd2b47e91c
node_4c8aed6727ef3c597b,node_a3d86829e9b4c7eb71
node_4c8aed6727ef3c597b,node_a5b17497d92846e317
node_4d1aa913b3e330301a,node_0b005806d46a49a32d
node_4fca13d718d3c8d9df,node_c83ac7865a9922baa4
node_508e65ba8417c5bb12,node_a5b17497d92846e317
node_5166957bef20265438,node_999f5a241309c40bd4
node_5437c9f2313d14cf1a,node_dac776c446644ddc46
node_55591f9c2e41d87082,node_deeaf6f23aad064080
node_5896e11d9fe66a1bbb,node_4b94789fcd2b47e91c
node_59cea8f337c32a7da4,node_c72ed5dad59fbb73d2
node_5ab6d84b46307b7012,node_999f5a241309c40bd4
node_5d5b96e21775aa6523,node_da54a4db98a7d3dd73
node_5e7db8252206e96e0a,node_09c4f1810fdc003bdf
node_5ec41d0f7c9f998c84,node_304d9e765cadb2b8bd
node_5ed0ae5cb31e415769,node_20476864e2a088a0ba
node_63dbb122a6dc8140e3,node_fea00c7042f6455e49
node_6b0807ba48f0771bfa,node_3b669c28424e47694c
node_6ca0f8c007def84627,node_fa08a1c0d5d9587032
node_6d037803a7d5013b10,node_13ce1a2480148b4774
node_6d55ce00fd3458106b,node_d0ed8a6219a6cd787e
node_6da9414209fd703576,node_aa4ea063b7ed903e71
node_6e76b6300582e3195d,node_6067a416d3dcdc54f7
node_6f1440426492f4c683,node_462c621a25b035bda0
node_6f1440426492f4c683,node_999f5a241309c40bd4
node_6f1440426492f4c683,node_deeaf6f23aad064080
node_6f1440426492f4c683,node_fea00c7042f6455e49
node_6fe3237816547e5983,node_20476864e2a088a0ba
node_717a87a486753504c8,node_462c621a25b035bda0
node_727daa9b56921ff68e,node_28c4fd9240619344e9
node_727daa9b56921ff68e,node_3b669c28424e47694c
node_727daa9b56921ff68e,node_6067a416d3dcdc54f7
node_74ce129f20fb452585,node_508e65ba8417c5bb12
node_74ce129f20fb452585,node_b4d14bb2dcdbe30264
node_752eb1f6702a9aaed4,node_a145991dc9c5acb089
node_7c04494f0827d365a7,node_aa58ef1260d5d24122
node_7da7667731b9b4441c,node_a298c305c2703df3a9
node_7e09b5fb8da9079207,node_20476864e2a088a0ba
node_7f1e464729938cdb3f,node_fea00c7042f6455e49
node_8107a1abe976574f81,node_c4370c42de96bec3f2
node_8107a1abe976574f81,node_ef6fde78308806a692
node_860469fb558baa9ad2,node_6067a416d3dcdc54f7
node_88fb334d8bb8b5222b,node_6e76b6300582e3195d
node_88fdb384609d5ffa61,node_a495fbebf229c0cb59
node_892c5bd54040327395,node_deeaf6f23aad064080
node_8aee0e3e7f924b41e7,node_45a7e210d40ddced19
node_8d861c7041d6859265,node_462c621a25b035bda0
node_8d861c7041d6859265,node_fea00c7042f6455e49
node_8df7b1442ba83c6273,node_508e65ba8417c5bb12
node_8df7b1442ba83c6273,node_ba5b32adf9beaf8e8a
node_90c9b9c5d30c0469bf,node_999f5a241309c40bd4
node_93cd55c6eb918a26c1,node_5335e61573c165d847
node_93cd55c6eb918a26c1,node_68c3df9e1b7c297615
node_93cd55c6eb918a26c1,node_a1f696b09e255ecd88
node_95b81c908cc2f1dc02,node_999f5a241309c40bd4
node_95d974e6e3b77598d0,node_09c4f1810fdc003bdf
node_999f5a241309c40bd4,node_6b0807ba48f0771bfa
node_9a627c21e2abaf55c5,node_09c4f1810fdc003bdf
node_9aa13574d919c787b4,node_b85f4995d1c262ecc5
node_9b628638d0c486a39b,node_462c621a25b035bda0
node_9b628638d0c486a39b,node_999f5a241309c40bd4
node_9b628638d0c486a39b,node_deeaf6f23aad064080
node_9b628638d0c486a39b,node_fea00c7042f6455e49
node_9bbbf2ccc6dd80d19b,node_12003b92e1aa2ff8ee
node_9c6a2fb198ac90b61c,node_999f5a241309c40bd4
node_a1030e1f5c198a6a74,node_20476864e2a088a0ba
node_a145991dc9c5acb089,node_f42de5bf10dc7dcdfd
node_a17c494f7925447b11,node_fea00c7042f6455e49
node_a1f696b09e255ecd88,node_1ef88ad323fc6824ef
node_a1f696b09e255ecd88,node_7dfa1002c6de8d569a
node_a298c305c2703df3a9,node_774fb57c1ee45e7af1
node_a3d86829e9b4c7eb71,node_5335e61573c165d847
node_a495fbebf229c0cb59,node_508e65ba8417c5bb12
node_a5b17497d92846e317,node_5335e61573c165d847
node_a925bcf6b624114249,node_b8ec5ad58ece39ffe2
node_aa4ea063b7ed903e71,node_774fb57c1ee45e7af1
node_aa58ef1260d5d24122,node_6067a416d3dcdc54f7
node_abfb97c6fb06731a0a,node_20476864e2a088a0ba
node_acf208f3a20bd0cffd,node_462c621a25b035bda0
node_b05f3c848a994bd88f,node_28c4fd9240619344e9
node_b384a1fcf3529ad1e2,node_09c4f1810fdc003bdf
node_b7f90d7859576b204b,node_999f5a241309c40bd4
node_b7f90d7859576b204b,node_a495fbebf229c0cb59
node_b7f90d7859576b204b,node_deeaf6f23aad064080
node_b85f4995d1c262ecc5,node_a298c305c2703df3a9
node_b8ec5ad58ece39ffe2,node_116ddb397b7dbcbfb8
node_b8ec5ad58ece39ffe2,node_3b669c28424e47694c
node_b8ec5ad58ece39ffe2,node_a3d86829e9b4c7eb71
node_b8ec5ad58ece39ffe2,node_a5b17497d92846e317
node_b8ec5ad58ece39ffe2,node_fa08a1c0d5d9587032
node_b982be5a1f60e535ea,node_74ce129f20fb452585
node_ba5b32adf9beaf8e8a,node_da54a4db98a7d3dd73
node_ba7afb0bc819f2f7f8,node_999f5a241309c40bd4
node_ba7afb0bc819f2f7f8,node_a495fbebf229c0cb59
node_ba7afb0bc819f2f7f8,node_deeaf6f23aad064080
node_bc41d0f09737ccb2c4,node_462c621a25b035bda0
node_be1eec11db9249b6b3,node_d42fe7ef045a9f3ccd
node_bf4ab14bd1f35e9a2f,node_deeaf6f23aad064080
node_c1a3ad8b0ac731389b,node_20476864e2a088a0ba
node_c39d393034377931ea,node_999f5a241309c40bd4
node_c39d393034377931ea,node_deeaf6f23aad064080
node_c3fb429f0a6028d66a,node_02b883b4392e74abef
node_c3fb429f0a6028d66a,node_02d84558dc3a008c82
node_c3fb429f0a6028d66a,node_09c4f1810fdc003bdf
node_c3fb429f0a6028d66a,node_15660ed9c03dc1d857
node_c3fb429f0a6028d66a,node_20476864e2a088a0ba
node_c3fb429f0a6028d66a,node_2784dcf61244234f18
node_c3fb429f0a6028d66a,node_3b669c28424e47694c
node_c3fb429f0a6028d66a,node_5335e61573c165d847
node_c3fb429f0a6028d66a,node_5d5b96e21775aa6523
node_c3fb429f0a6028d66a,node_5ec41d0f7c9f998c84
node_c3fb429f0a6028d66a,node_74ce129f20fb452585
node_c3fb429f0a6028d66a,node_774fb57c1ee45e7af1
node_c3fb429f0a6028d66a,node_93cd55c6eb918a26c1
node_c3fb429f0a6028d66a,node_a3d86829e9b4c7eb71
node_c3fb429f0a6028d66a,node_d0ed8a6219a6cd787e
node_c4370c42de96bec3f2,node_508e65ba8417c5bb12
node_c634de4341e9ddb9a4,node_999f5a241309c40bd4
node_c6e542ed6383f9f192,node_09c4f1810fdc003bdf
node_c72ed5dad59fbb73d2,node_6b0807ba48f0771bfa
node_c7576b09cca8557849,node_b8ec5ad58ece39ffe2
node_c83ac7865a9922baa4,node_28c4fd9240619344e9
node_c83ac7865a9922baa4,node_3b669c28424e47694c
node_c83ac7865a9922baa4,node_6067a416d3dcdc54f7
node_ca62488f334c48c625,node_c4370c42de96bec3f2
node_ca62488f334c48c625,node_c72ed5dad59fbb73d2
node_ca62488f334c48c625,node_ef6fde78308806a692
node_d0ed8a6219a6cd787e,node_304d9e765cadb2b8bd
node_d196949ee90fa1bce8,node_462c621a25b035bda0
node_d33db909e69e415589,node_20476864e2a088a0ba
node_d42fe7ef045a9f3ccd,node_f42de5bf10dc7dcdfd
node_d49c62f1528d4cd3fb,node_c4370c42de96bec3f2
node_d49c62f1528d4cd3fb,node_ef6fde78308806a692
node_d536566d470bb3acd0,node_116ddb397b7dbcbfb8
node_d6c441876611e8546a,node_fea00c7042f6455e49
node_da54a4db98a7d3dd73,node_116ddb397b7dbcbfb8
node_da54a4db98a7d3dd73,node_4c8aed6727ef3c597b
node_da54a4db98a7d3dd73,node_a3d86829e9b4c7eb71
node_da54a4db98a7d3dd73,node_dac776c446644ddc46
node_dab69571a77488afbe,node_d42fe7ef045a9f3ccd
node_dac776c446644ddc46,node_4b94789fcd2b47e91c
node_dac776c446644ddc46,node_a3d86829e9b4c7eb71
node_de3481ae273a633a3b,node_a145991dc9c5acb089
node_deeaf6f23aad064080,node_da54a4db98a7d3dd73
node_e031b3c27a0b8c38be,node_4c8aed6727ef3c597b
node_e5a44c5c44c9cb347b,node_45a7e210d40ddced19
node_e6aeec2a10509ea8d3,node_999f5a241309c40bd4
node_e6aeec2a10509ea8d3,node_deeaf6f23aad064080
node_e721d755e34bfe4f74,node_380a1aa96e72d8a44b
node_e7e7ecd193ec0e021e,node_a145991dc9c5acb089
node_e82cf50e24cf0bc3c1,node_d42fe7ef045a9f3ccd
node_e99e7796b4cec90edd,node_45a7e210d40ddced19
node_e99e7796b4cec90edd,node_6067a416d3dcdc54f7
node_edf37f34109b7f63e2,node_deeaf6f23aad064080
node_ef21a912662ce6e89d,node_c7576b09cca8557849
node_ef6fde78308806a692,node_da54a4db98a7d3dd73
node_f38a281a13ff02ced9,node_e99e7796b4cec90edd
node_f42de5bf10dc7dcdfd,node_93cd55c6eb918a26c1
node_f4a9f596fadb1fc6b5,node_20476864e2a088a0ba
node_f4c473b9967a0c9ac5,node_20476864e2a088a0ba
node_f56143c89367e13fb3,node_deeaf6f23aad064080
node_f7301cc157d5181015,node_462c621a25b035bda0
node_f7301cc157d5181015,node_fea00c7042f6455e49
node_f7ac44cc2384c6a60b,node_380a1aa96e72d8a44b
node_f80d4f064d1c9bec61,node_fea00c7042f6455e49
node_f8a772e13ccf361e62,node_999f5a241309c40bd4
node_f8a772e13ccf361e62,node_deeaf6f23aad064080
node_fa08a1c0d5d9587032,node_45a7e210d40ddced19
node_fa08a1c0d5d9587032,node_4b94789fcd2b47e91c
node_fa08a1c0d5d9587032,node_4c8aed6727ef3c597b
node_fa08a1c0d5d9587032,node_a3d86829e9b4c7eb71
node_fa08a1c0d5d9587032,node_a5b17497d92846e317
node_fa406dcef8c0793a50,node_c72ed5dad59fbb73d2
node_fa77c13da01bd3b580,node_e5a44c5c44c9cb347b
node_fb89c3d4183b806d52,node_fea00c7042f6455e49
node_fde0131284e9f0ace5,node_999f5a241309c40bd4
node_fde0131284e9f0ace5,node_a495fbebf229c0cb59
node_fde0131284e9f0ace5,node_deeaf6f23aad064080
node_fea00c7042f6455e49,node_f42de5bf10dc7dcdfd
node_ff7a3427f057cd8432,node_deeaf6f23aad064080
